SID,SEASON,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,USA_ATCF_ID,USA_WIND,USA_PRES,Target_Delta_Wind_6h,Target_Delta_Pres_6h,Target_Delta_Wind_12h,Target_Delta_Pres_12h,Target_Delta_Wind_18h,Target_Delta_Pres_18h,Target_Delta_Wind_24h,Target_Delta_Pres_24h,Target_Delta_Wind_30h,Target_Delta_Pres_30h,Target_Delta_Wind_36h,Target_Delta_Pres_36h,Target_Delta_Wind_42h,Target_Delta_Pres_42h,Target_Delta_Wind_48h,Target_Delta_Pres_48h,Target_Delta_Wind_54h,Target_Delta_Pres_54h,Target_Delta_Wind_60h,Target_Delta_Pres_60h,Target_Delta_Wind_66h,Target_Delta_Pres_66h,Target_Delta_Wind_72h,Target_Delta_Pres_72h,Target_Delta_Wind_78h,Target_Delta_Pres_78h,Target_Delta_Wind_84h,Target_Delta_Pres_84h,Target_Delta_Wind_90h,Target_Delta_Pres_90h,Target_Delta_Wind_96h,Target_Delta_Pres_96h,Target_Delta_Wind_102h,Target_Delta_Pres_102h,Target_Delta_Wind_108h,Target_Delta_Pres_108h,Target_Delta_Wind_114h,Target_Delta_Pres_114h,Target_Delta_Wind_120h,Target_Delta_Pres_120h,Year
2015236N12231,2015,EP,CP,IGNACIO,2015-08-31 00:00:00,TS,19.3,210.75,EP122015,100.0,961.0,0.0,2.0,-10.0,4.0,-10.0,7.0,-15.0,10.0,-20.0,12.0,-25.0,14.0,-35.0,20.0,-40.0,23.0,-40.0,23.0,-40.0,23.0,-35.0,21.0,-35.0,20.0,-35.0,20.0,-35.0,21.0,-40.0,23.0,-40.0,23.0,-40.0,23.0,-40.0,23.0,-40.0,23.0,-45.0,24.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-08-31 12:00:00,TS,20.6,209.5,EP122015,90.0,965.0,0.0,3.0,-5.0,6.0,-10.0,8.0,-15.0,10.0,-25.0,16.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-25.0,17.0,-25.0,16.0,-25.0,16.0,-25.0,17.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-35.0,20.0,-35.0,21.0,-35.0,21.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-09-01 00:00:00,TS,22.0,208.125,EP122015,85.0,971.0,-5.0,2.0,-10.0,4.0,-20.0,10.0,-25.0,13.0,-25.0,13.0,-25.0,13.0,-20.0,11.0,-20.0,10.0,-20.0,10.0,-20.0,11.0,-25.0,13.0,-25.0,13.0,-25.0,13.0,-25.0,13.0,-25.0,13.0,-30.0,14.0,-30.0,15.0,-30.0,15.0,-30.0,15.0,-30.0,17.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-09-01 12:00:00,TS,23.1,206.75,EP122015,75.0,975.0,-10.0,6.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-10.0,7.0,-10.0,6.0,-10.0,6.0,-10.0,7.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-20.0,10.0,-20.0,11.0,-20.0,11.0,-20.0,11.0,-20.0,13.0,-25.0,17.0,-30.0,21.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-09-02 00:00:00,TS,24.2,205.0,EP122015,60.0,984.0,0.0,0.0,0.0,0.0,5.0,-2.0,5.0,-3.0,5.0,-3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,4.0,-10.0,8.0,-15.0,12.0,-15.0,14.0,-15.0,14.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-09-02 12:00:00,TS,25.7,203.25,EP122015,60.0,984.0,5.0,-2.0,5.0,-3.0,5.0,-3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,4.0,-10.0,8.0,-15.0,12.0,-15.0,14.0,-15.0,14.0,-15.0,14.0,-15.0,12.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-09-03 00:00:00,TS,27.1,201.125,EP122015,65.0,981.0,0.0,0.0,0.0,1.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-10.0,4.0,-10.0,5.0,-10.0,5.0,-10.0,5.0,-10.0,7.0,-15.0,11.0,-20.0,15.0,-20.0,17.0,-20.0,17.0,-20.0,17.0,-20.0,15.0,-20.0,15.0,-20.0,17.0,2015
2015236N12231,2015,EP,CP,IGNACIO,2015-09-03 12:00:00,TS,28.4,198.875,EP122015,65.0,982.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-10.0,3.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,6.0,-15.0,10.0,-20.0,14.0,-20.0,16.0,-20.0,16.0,-20.0,16.0,-20.0,14.0,-20.0,14.0,-20.0,16.0,-25.0,16.0,-25.0,16.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-26 12:00:00,TS,10.4,249.125,EP132015,25.0,1007.0,0.0,0.0,5.0,-1.0,10.0,-2.0,15.0,-4.0,25.0,-7.0,35.0,-9.0,45.0,-18.0,55.0,-28.0,70.0,-39.0,90.0,-55.0,110.0,-75.0,105.0,-72.0,100.0,-67.0,95.0,-62.0,95.0,-62.0,95.0,-62.0,100.0,-66.0,105.0,-71.0,105.0,-71.0,105.0,-71.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-27 00:00:00,TS,11.5,245.875,EP132015,30.0,1006.0,5.0,-1.0,10.0,-3.0,20.0,-6.0,30.0,-8.0,40.0,-17.0,50.0,-27.0,65.0,-38.0,85.0,-54.0,105.0,-74.0,100.0,-71.0,95.0,-66.0,90.0,-61.0,90.0,-61.0,90.0,-61.0,95.0,-65.0,100.0,-70.0,100.0,-70.0,100.0,-70.0,95.0,-66.0,90.0,-62.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-27 12:00:00,TS,12.4,242.875,EP132015,40.0,1003.0,10.0,-3.0,20.0,-5.0,30.0,-14.0,40.0,-24.0,55.0,-35.0,75.0,-51.0,95.0,-71.0,90.0,-68.0,85.0,-63.0,80.0,-58.0,80.0,-58.0,80.0,-58.0,85.0,-62.0,90.0,-67.0,90.0,-67.0,90.0,-67.0,85.0,-63.0,80.0,-59.0,75.0,-55.0,65.0,-49.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-28 00:00:00,TS,12.3,240.625,EP132015,60.0,998.0,10.0,-9.0,20.0,-19.0,35.0,-30.0,55.0,-46.0,75.0,-66.0,70.0,-63.0,65.0,-58.0,60.0,-53.0,60.0,-53.0,60.0,-53.0,65.0,-57.0,70.0,-62.0,70.0,-62.0,70.0,-62.0,65.0,-58.0,60.0,-54.0,55.0,-50.0,45.0,-44.0,45.0,-43.0,40.0,-39.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-28 12:00:00,TS,12.3,238.5,EP132015,80.0,979.0,15.0,-11.0,35.0,-27.0,55.0,-47.0,50.0,-44.0,45.0,-39.0,40.0,-34.0,40.0,-34.0,40.0,-34.0,45.0,-38.0,50.0,-43.0,50.0,-43.0,50.0,-43.0,45.0,-39.0,40.0,-35.0,35.0,-31.0,25.0,-25.0,25.0,-24.0,20.0,-20.0,20.0,-20.0,15.0,-18.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-29 00:00:00,TS,12.3,236.375,EP132015,115.0,952.0,20.0,-20.0,15.0,-17.0,10.0,-12.0,5.0,-7.0,5.0,-7.0,5.0,-7.0,10.0,-11.0,15.0,-16.0,15.0,-16.0,15.0,-16.0,10.0,-12.0,5.0,-8.0,0.0,-4.0,-10.0,2.0,-10.0,3.0,-15.0,7.0,-15.0,7.0,-20.0,9.0,-25.0,13.0,-25.0,13.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-29 12:00:00,TS,12.4,234.875,EP132015,130.0,935.0,-5.0,5.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-5.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,-5.0,5.0,-10.0,9.0,-15.0,13.0,-25.0,19.0,-25.0,20.0,-30.0,24.0,-30.0,24.0,-35.0,26.0,-40.0,30.0,-40.0,30.0,-40.0,30.0,-40.0,30.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-30 00:00:00,TS,13.0,233.125,EP132015,120.0,945.0,0.0,0.0,0.0,0.0,5.0,-4.0,10.0,-9.0,10.0,-9.0,10.0,-9.0,5.0,-5.0,0.0,-1.0,-5.0,3.0,-15.0,9.0,-15.0,10.0,-20.0,14.0,-20.0,14.0,-25.0,16.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-35.0,23.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-30 12:00:00,TS,14.0,231.0,EP132015,120.0,945.0,5.0,-4.0,10.0,-9.0,10.0,-9.0,10.0,-9.0,5.0,-5.0,0.0,-1.0,-5.0,3.0,-15.0,9.0,-15.0,10.0,-20.0,14.0,-20.0,14.0,-25.0,16.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-35.0,23.0,-40.0,26.0,-45.0,30.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-31 00:00:00,TS,14.9,228.25,EP132015,130.0,936.0,0.0,0.0,0.0,0.0,-5.0,4.0,-10.0,8.0,-15.0,12.0,-25.0,18.0,-25.0,19.0,-30.0,23.0,-30.0,23.0,-35.0,25.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-45.0,32.0,-50.0,35.0,-55.0,39.0,-60.0,42.0,-65.0,45.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-08-31 12:00:00,TS,15.4,225.25,EP132015,130.0,936.0,-5.0,4.0,-10.0,8.0,-15.0,12.0,-25.0,18.0,-25.0,19.0,-30.0,23.0,-30.0,23.0,-35.0,25.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-45.0,32.0,-50.0,35.0,-55.0,39.0,-60.0,42.0,-65.0,45.0,-60.0,42.0,-65.0,46.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-09-01 00:00:00,TS,16.1,222.5,EP132015,120.0,944.0,-5.0,4.0,-15.0,10.0,-15.0,11.0,-20.0,15.0,-20.0,15.0,-25.0,17.0,-30.0,21.0,-30.0,21.0,-30.0,21.0,-30.0,21.0,-30.0,21.0,-35.0,24.0,-40.0,27.0,-45.0,31.0,-50.0,34.0,-55.0,37.0,-50.0,34.0,-55.0,38.0,-60.0,41.0,-65.0,44.0,2015
2015238N10255,2015,EP,MM,JIMENA,2015-09-01 12:00:00,TS,16.6,220.375,EP132015,105.0,954.0,0.0,1.0,-5.0,5.0,-5.0,5.0,-10.0,7.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-20.0,14.0,-25.0,17.0,-30.0,21.0,-35.0,24.0,-40.0,27.0,-35.0,24.0,-40.0,28.0,-45.0,31.0,-50.0,34.0,-55.0,37.0,-55.0,37.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-02 00:00:00,TS,17.1,218.75,EP132015,100.0,959.0,0.0,0.0,-5.0,2.0,-10.0,6.0,-10.0,6.0,-10.0,6.0,-10.0,6.0,-10.0,6.0,-15.0,9.0,-20.0,12.0,-25.0,16.0,-30.0,19.0,-35.0,22.0,-30.0,19.0,-35.0,23.0,-40.0,26.0,-45.0,29.0,-50.0,32.0,-50.0,32.0,-55.0,35.0,-55.0,36.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-02 12:00:00,TS,17.6,217.625,EP132015,95.0,961.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-10.0,7.0,-15.0,10.0,-20.0,14.0,-25.0,17.0,-30.0,20.0,-25.0,17.0,-30.0,21.0,-35.0,24.0,-40.0,27.0,-45.0,30.0,-45.0,30.0,-50.0,33.0,-50.0,34.0,-50.0,34.0,-50.0,34.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-03 00:00:00,TS,18.2,216.75,EP132015,90.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,-10.0,6.0,-15.0,10.0,-20.0,13.0,-25.0,16.0,-20.0,13.0,-25.0,17.0,-30.0,20.0,-35.0,23.0,-40.0,26.0,-40.0,26.0,-45.0,29.0,-45.0,30.0,-45.0,30.0,-45.0,30.0,-45.0,30.0,-45.0,30.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-03 12:00:00,TS,18.6,216.25,EP132015,90.0,965.0,0.0,0.0,-5.0,3.0,-10.0,6.0,-15.0,10.0,-20.0,13.0,-25.0,16.0,-20.0,13.0,-25.0,17.0,-30.0,20.0,-35.0,23.0,-40.0,26.0,-40.0,26.0,-45.0,29.0,-45.0,30.0,-45.0,30.0,-45.0,30.0,-45.0,30.0,-45.0,30.0,-45.0,31.0,-40.0,30.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-04 00:00:00,TS,19.2,215.625,EP132015,85.0,968.0,-5.0,3.0,-10.0,7.0,-15.0,10.0,-20.0,13.0,-15.0,10.0,-20.0,14.0,-25.0,17.0,-30.0,20.0,-35.0,23.0,-35.0,23.0,-40.0,26.0,-40.0,27.0,-40.0,27.0,-40.0,27.0,-40.0,27.0,-40.0,27.0,-40.0,28.0,-35.0,27.0,-35.0,27.0,-40.0,30.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-04 12:00:00,TS,19.6,215.125,EP132015,75.0,975.0,-5.0,3.0,-10.0,6.0,-5.0,3.0,-10.0,7.0,-15.0,10.0,-20.0,13.0,-25.0,16.0,-25.0,16.0,-30.0,19.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,-30.0,21.0,-25.0,20.0,-25.0,20.0,-30.0,23.0,-35.0,25.0,-45.0,29.0,2015
2015238N10255,2015,EP,CP,JIMENA,2015-09-05 00:00:00,TS,20.2,214.5,EP132015,65.0,981.0,5.0,-3.0,0.0,1.0,-5.0,4.0,-10.0,7.0,-15.0,10.0,-15.0,10.0,-20.0,13.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-20.0,15.0,-15.0,14.0,-15.0,14.0,-20.0,17.0,-25.0,19.0,-35.0,23.0,-35.0,24.0,-35.0,24.0,2015
2015242N12343,2015,,,FRED,2015-08-30 00:00:00,TS,11.6,342.5,AL062015,30.0,1007.0,5.0,-2.0,15.0,-3.0,25.0,-9.0,35.0,-15.0,40.0,-18.0,45.0,-21.0,40.0,-19.0,35.0,-16.0,30.0,-13.0,20.0,-7.0,15.0,-4.0,15.0,-4.0,10.0,-3.0,10.0,-2.0,5.0,-1.0,5.0,-1.0,10.0,-2.0,10.0,-2.0,5.0,-2.0,5.0,-2.0,2015
2015242N12343,2015,,,FRED,2015-08-30 12:00:00,TS,13.1,340.5,AL062015,45.0,1004.0,10.0,-6.0,20.0,-12.0,25.0,-15.0,30.0,-18.0,25.0,-16.0,20.0,-13.0,15.0,-10.0,5.0,-4.0,0.0,-1.0,0.0,-1.0,-5.0,0.0,-5.0,1.0,-10.0,2.0,-10.0,2.0,-5.0,1.0,-5.0,1.0,-10.0,1.0,-10.0,1.0,-10.0,1.0,-15.0,1.0,2015
2015242N12343,2015,,,FRED,2015-08-31 00:00:00,TS,14.6,338.296875,AL062015,65.0,992.0,5.0,-3.0,10.0,-6.0,5.0,-4.0,0.0,-1.0,-5.0,2.0,-15.0,8.0,-20.0,11.0,-20.0,11.0,-25.0,12.0,-25.0,13.0,-30.0,14.0,-30.0,14.0,-25.0,13.0,-25.0,13.0,-30.0,13.0,-30.0,13.0,-30.0,13.0,-35.0,13.0,-35.0,14.0,-30.0,14.0,2015
2015242N12343,2015,,,FRED,2015-08-31 12:00:00,TS,16.1,336.703125,AL062015,75.0,986.0,-5.0,2.0,-10.0,5.0,-15.0,8.0,-25.0,14.0,-30.0,17.0,-30.0,17.0,-35.0,18.0,-35.0,19.0,-40.0,20.0,-40.0,20.0,-35.0,19.0,-35.0,19.0,-40.0,19.0,-40.0,19.0,-40.0,19.0,-45.0,19.0,-45.0,20.0,-40.0,20.0,-40.0,21.0,-45.0,22.0,2015
2015242N12343,2015,,,FRED,2015-09-01 00:00:00,TS,17.4,335.09375,AL062015,65.0,991.0,-5.0,3.0,-15.0,9.0,-20.0,12.0,-20.0,12.0,-25.0,13.0,-25.0,14.0,-30.0,15.0,-30.0,15.0,-25.0,14.0,-25.0,14.0,-30.0,14.0,-30.0,14.0,-30.0,14.0,-35.0,14.0,-35.0,15.0,-30.0,15.0,-30.0,16.0,-35.0,17.0,-35.0,17.0,-35.0,18.0,2015
2015242N12343,2015,,,FRED,2015-09-01 12:00:00,TS,18.2,333.296875,AL062015,50.0,1000.0,-5.0,3.0,-5.0,3.0,-10.0,4.0,-10.0,5.0,-15.0,6.0,-15.0,6.0,-10.0,5.0,-10.0,5.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,-20.0,5.0,-20.0,6.0,-15.0,6.0,-15.0,7.0,-20.0,8.0,-20.0,8.0,-20.0,9.0,-20.0,10.0,-25.0,10.0,2015
2015244N12248,2015,EP,MM,KEVIN,2015-09-01 00:00:00,TS,12.0,247.625,EP142015,30.0,1006.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,10.0,-3.0,15.0,-5.0,15.0,-6.0,20.0,-8.0,15.0,-7.0,15.0,-6.0,15.0,-5.0,10.0,-4.0,5.0,-3.0,0.0,-1.0,-5.0,2.0,-10.0,4.0,-15.0,6.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-06 00:00:00,TS,12.6,253.0,EP152015,30.0,1001.0,5.0,-2.0,10.0,-4.0,20.0,-6.0,30.0,-11.0,45.0,-17.0,55.0,-25.0,55.0,-27.0,55.0,-30.0,60.0,-37.0,80.0,-51.0,80.0,-51.0,75.0,-46.0,60.0,-36.0,45.0,-25.0,30.0,-15.0,25.0,-11.0,15.0,-5.0,5.0,1.0,0.0,1.0,0.0,2.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-06 12:00:00,TS,13.8,251.375,EP152015,40.0,997.0,10.0,-2.0,20.0,-7.0,35.0,-13.0,45.0,-21.0,45.0,-23.0,45.0,-26.0,50.0,-33.0,70.0,-47.0,70.0,-47.0,65.0,-42.0,50.0,-32.0,35.0,-21.0,20.0,-11.0,15.0,-7.0,5.0,-1.0,-5.0,5.0,-10.0,5.0,-10.0,6.0,-10.0,6.0,-10.0,6.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-07 00:00:00,TS,15.4,249.875,EP152015,60.0,990.0,15.0,-6.0,25.0,-14.0,25.0,-16.0,25.0,-19.0,30.0,-26.0,50.0,-40.0,50.0,-40.0,45.0,-35.0,30.0,-25.0,15.0,-14.0,0.0,-4.0,-5.0,0.0,-15.0,6.0,-25.0,12.0,-30.0,12.0,-30.0,13.0,-30.0,13.0,-30.0,13.0,-35.0,14.0,-35.0,14.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-07 12:00:00,TS,17.2,248.3125,EP152015,85.0,976.0,0.0,-2.0,0.0,-5.0,5.0,-12.0,25.0,-26.0,25.0,-26.0,20.0,-21.0,5.0,-11.0,-10.0,0.0,-25.0,10.0,-30.0,14.0,-40.0,20.0,-50.0,26.0,-55.0,26.0,-55.0,27.0,-55.0,27.0,-55.0,27.0,-60.0,28.0,-60.0,28.0,-60.0,28.0,-60.0,28.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-08 00:00:00,TS,18.6,247.5,EP152015,85.0,971.0,5.0,-7.0,25.0,-21.0,25.0,-21.0,20.0,-16.0,5.0,-6.0,-10.0,5.0,-25.0,15.0,-30.0,19.0,-40.0,25.0,-50.0,31.0,-55.0,31.0,-55.0,32.0,-55.0,32.0,-55.0,32.0,-60.0,33.0,-60.0,33.0,-60.0,33.0,-60.0,33.0,-60.0,33.0,-65.0,34.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-08 12:00:00,TS,20.6,246.375,EP152015,110.0,950.0,0.0,0.0,-5.0,5.0,-20.0,15.0,-35.0,26.0,-50.0,36.0,-55.0,40.0,-65.0,46.0,-75.0,52.0,-80.0,52.0,-80.0,53.0,-80.0,53.0,-80.0,53.0,-85.0,54.0,-85.0,54.0,-85.0,54.0,-85.0,54.0,-85.0,54.0,-90.0,55.0,-90.0,55.0,-90.0,55.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-09 00:00:00,TS,22.2,244.6875,EP152015,105.0,955.0,-15.0,10.0,-30.0,21.0,-45.0,31.0,-50.0,35.0,-60.0,41.0,-70.0,47.0,-75.0,47.0,-75.0,48.0,-75.0,48.0,-75.0,48.0,-80.0,49.0,-80.0,49.0,-80.0,49.0,-80.0,49.0,-80.0,49.0,-85.0,50.0,-85.0,50.0,-85.0,50.0,-90.0,51.0,-90.0,52.0,2015
2015248N10256,2015,EP,MM,LINDA,2015-09-09 12:00:00,TS,23.4,243.625,EP152015,75.0,976.0,-15.0,10.0,-20.0,14.0,-30.0,20.0,-40.0,26.0,-45.0,26.0,-45.0,27.0,-45.0,27.0,-45.0,27.0,-50.0,28.0,-50.0,28.0,-50.0,28.0,-50.0,28.0,-50.0,28.0,-55.0,29.0,-55.0,29.0,-55.0,29.0,-60.0,30.0,-60.0,31.0,-60.0,32.0,-60.0,32.0,2015
2015257N14152,2015,WP,MM,KROVANH,2015-09-15 00:00:00,TS,17.7,151.125,WP202015,30.0,1000.0,5.0,-4.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,25.0,-18.0,30.0,-22.0,40.0,-30.0,50.0,-37.0,60.0,-44.0,70.0,-52.0,70.0,-52.0,65.0,-48.0,60.0,-44.0,55.0,-41.0,50.0,-37.0,45.0,-33.0,40.0,-30.0,30.0,-22.0,25.0,-18.0,20.0,-15.0,2015
2015257N14152,2015,WP,MM,KROVANH,2015-09-15 12:00:00,TS,18.4,149.75,WP202015,35.0,996.0,5.0,-3.0,10.0,-7.0,20.0,-14.0,25.0,-18.0,35.0,-26.0,45.0,-33.0,55.0,-40.0,65.0,-48.0,65.0,-48.0,60.0,-44.0,55.0,-40.0,50.0,-37.0,45.0,-33.0,40.0,-29.0,35.0,-26.0,25.0,-18.0,20.0,-14.0,15.0,-11.0,10.0,-7.0,5.0,-3.0,2015
2015257N14152,2015,WP,MM,KROVANH,2015-09-16 00:00:00,TS,19.2,148.375,WP202015,45.0,989.0,10.0,-7.0,15.0,-11.0,25.0,-19.0,35.0,-26.0,45.0,-33.0,55.0,-41.0,55.0,-41.0,50.0,-37.0,45.0,-33.0,40.0,-30.0,35.0,-26.0,30.0,-22.0,25.0,-19.0,15.0,-11.0,10.0,-7.0,5.0,-4.0,0.0,0.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,2015
2015259N09336,2015,,,IDA,2015-09-18 12:00:00,TS,13.2,323.59375,AL102015,25.0,1007.0,5.0,-1.0,10.0,-2.0,10.0,-2.0,10.0,-2.0,10.0,-2.0,15.0,-3.0,15.0,-3.0,15.0,-3.0,15.0,-4.0,15.0,-4.0,20.0,-5.0,20.0,-6.0,20.0,-6.0,15.0,-5.0,15.0,-5.0,15.0,-5.0,15.0,-4.0,10.0,-3.0,10.0,-3.0,10.0,-3.0,2015
2015259N09336,2015,,,IDA,2015-09-19 00:00:00,TS,13.7,322.40625,AL102015,35.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,5.0,-2.0,5.0,-2.0,10.0,-3.0,10.0,-4.0,10.0,-4.0,5.0,-3.0,5.0,-3.0,5.0,-3.0,5.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,2015
2015259N09336,2015,,,IDA,2015-09-19 12:00:00,TS,14.6,320.59375,AL102015,35.0,1005.0,0.0,0.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,5.0,-2.0,5.0,-2.0,10.0,-3.0,10.0,-4.0,10.0,-4.0,5.0,-3.0,5.0,-3.0,5.0,-3.0,5.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-5.0,0.0,-5.0,0.0,2015
2015259N09336,2015,,,IDA,2015-09-20 00:00:00,TS,15.6,318.09375,AL102015,40.0,1004.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,5.0,-2.0,5.0,-3.0,5.0,-3.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-10.0,1.0,-10.0,1.0,-10.0,1.0,-10.0,2.0,2015
2015259N09336,2015,,,IDA,2015-09-20 12:00:00,TS,16.9,315.59375,AL102015,40.0,1004.0,0.0,-1.0,0.0,-1.0,5.0,-2.0,5.0,-3.0,5.0,-3.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-10.0,1.0,-10.0,1.0,-10.0,1.0,-10.0,2.0,-10.0,2.0,-10.0,2.0,2015
2015259N09336,2015,,,IDA,2015-09-21 00:00:00,TS,18.8,313.5,AL102015,40.0,1003.0,5.0,-1.0,5.0,-2.0,5.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-10.0,2.0,-10.0,2.0,-10.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,2015
2015259N09336,2015,,,IDA,2015-09-21 12:00:00,TS,20.5,311.90625,AL102015,45.0,1001.0,0.0,0.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-15.0,4.0,-15.0,4.0,-15.0,4.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,2015
2015259N09336,2015,,,IDA,2015-09-22 00:00:00,TS,21.3,311.09375,AL102015,40.0,1002.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,2015
2015259N09336,2015,,,IDA,2015-09-22 12:00:00,TS,21.4,312.09375,AL102015,40.0,1002.0,0.0,1.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-10.0,4.0,-15.0,5.0,-15.0,5.0,2015
